story,countrylist,startdate,articles
9729,United States,7/28/1999,2
9837,Unknown,8/5/1999,2
21325,Australia,3/29/2002,2
7408,United States,1/31/1999,3
39319,United Kingdom|Unknown,11/15/2006,5
39318,United States,11/29/2006,2
21324,Australia,3/31/2002,3
39315,Unknown,11/28/2006,3
39314,United States,11/28/2006,2
39317,Unknown,11/29/2006,2
39316,United States,11/28/2006,2
39311,United States,11/28/2006,2
21327,United States,3/31/2002,2
39313,Unknown,11/28/2006,3
39312,United States|Unknown,11/27/2006,2
50246,United States|United Kingdom|Australia,2/25/2010,4
45144,United States|Unknown,6/20/2008,2
21326,New Zealand,3/31/2002,2
50247,United States|Unknown,2/25/2010,2
21321,United States,3/31/2002,3
50244,Canada|Unknown,2/26/2010,3
21320,United Kingdom|Unknown,3/31/2002,2
50245,United States|Unknown|New Zealand,2/17/2010,14
21323,United Kingdom,3/31/2002,2
50242,United States,2/24/2010,3
21322,United States,3/25/2002,3
50243,Canada|Qatar|Libya|India|Kyrgyzstan|France|United States|United Arab Emirates,2/7/2010,116
26704,Unknown,8/27/2003,2
56376,United States|Unknown,11/14/2011,2
26705,United States,8/27/2003,3
49279,Canada|United States|Australia|England|Unknown|France|United Kingdom|Ireland|New Zealand,11/26/2009,78
55856,Unknown,9/30/2011,2
49278,United Kingdom|United States,12/1/2009,2
56377,United States,11/15/2011,3
32195,Canada|United States|Pakistan|Unknown|France|United Kingdom,1/12/2005,39
804,Unknown,10/3/1992,2
844,United States|Unknown|England|Canada,12/15/1992,13
842,United States,12/15/1992,2
43732,New Zealand,1/14/2008,3
43733,Canada|Unknown,1/15/2008,2
43730,United States,1/15/2008,3
43731,Canada,1/15/2008,3
4079,United States,1/4/1998,2
4078,United Kingdom|New Zealand,1/3/1998,2
43734,Unknown,1/13/2008,4
43735,Unknown,1/15/2008,2
4075,Malaysia,1/4/1998,2
4074,United States,1/4/1998,2
4077,United States|United Kingdom,1/4/1998,3
4076,United States,1/4/1998,2
4071,United States,1/3/1998,2
4070,United States,1/3/1998,3
4073,United States|Unknown,1/1/1998,3
4072,United States,1/4/1998,2
19454,United States,9/20/2001,2
19455,Australia,9/24/2001,2
19456,United States,9/24/2001,2
19457,Unknown|New Zealand,9/19/2001,4
19450,Canada,9/20/2001,2
19451,United States,9/21/2001,3
19452,United Kingdom|United States,9/21/2001,2
19453,United States,9/20/2001,2
19458,United States|Unknown,9/24/2001,4
19459,United States,9/24/2001,2
849,United States,12/30/1992,2
518,United States,9/20/1991,2
56877,United States|Unknown,12/29/2011,8
58212,Unknown|India,5/4/2012,7
19982,United States,11/22/2001,4
19983,United States|Canada|Unknown,11/21/2001,20
19980,United States,11/22/2001,2
19981,United States,11/22/2001,2
19986,Canada,11/23/2001,2
19987,Canada,11/23/2001,3
19984,United States,11/23/2001,2
19985,Canada|United States|Australia|England,11/23/2001,7
19988,United Kingdom,11/23/2001,2
19989,United Kingdom,11/23/2001,3
38860,Canada|Unknown,10/19/2006,3
38861,United States,10/19/2006,2
38862,United Kingdom|Unknown,10/16/2006,2
38863,United States,10/19/2006,2
38864,United States|Unknown,10/16/2006,4
38865,United States|Unknown,10/16/2006,2
17469,United Kingdom|New Zealand,3/13/2001,2
17468,United Kingdom,3/13/2001,3
17467,United States,3/13/2001,2
17466,Canada,3/13/2001,2
17465,United States,3/13/2001,2
17464,United States,3/13/2001,3
17463,United States|England,3/13/2001,2
17462,Canada|United States|Unknown,3/11/2001,16
17461,Canada,3/12/2001,2
17460,United States|Canada|Australia|United Kingdom|Unknown,3/10/2001,23
13379,United States,3/18/2000,2
13378,Unknown,3/15/2000,3
13377,United States,3/15/2000,2
13376,United States,3/17/2000,2
13375,United States,3/17/2000,2
13374,United States,3/17/2000,2
13373,United States|Unknown,3/17/2000,3
13372,United States,3/17/2000,2
13371,Unknown,3/17/2000,2
13370,United States,3/16/2000,3
33773,Canada|Unknown,6/13/2005,2
46762,United States,1/16/2009,2
46763,United States|Ireland,1/16/2009,3
46760,United States,1/9/2009,2
46761,United States|Unknown,1/16/2009,2
42069,United States,7/27/2007,2
42068,United Kingdom|United States,7/26/2007,3
46764,United States|Unknown|England|United Kingdom,1/14/2009,10
46765,Unknown,1/16/2009,2
42065,Unknown,7/20/2007,2
42064,United Kingdom,7/27/2007,2
42067,Unknown,7/27/2007,2
42066,United Kingdom,7/27/2007,3
42061,Unknown,7/25/2007,2
42060,United States,7/26/2007,3
42063,Unknown|Norway,7/27/2007,2
42062,United States,7/27/2007,2
45239,United States|Unknown,7/3/2008,2
45238,United States,7/2/2008,12
20179,Canada|United States|Unknown,12/6/2001,13
20178,Unknown,12/12/2001,2
20177,Unknown,12/12/2001,2
20176,United States,12/13/2001,2
20175,Australia,12/13/2001,2
20174,United States,12/13/2001,2
20173,United States,12/12/2001,2
20172,United States|United Kingdom,12/12/2001,2
20171,Brazil,12/12/2001,2
20170,Canada,12/12/2001,2
44728,United States|Unknown,4/29/2008,2
44729,Unknown,5/1/2008,2
44720,United States|United Kingdom,4/30/2008,2
33775,Australia,6/14/2005,2
44722,United Kingdom,4/25/2008,3
42578,Netherlands|South Africa,9/20/2007,2
44724,United States|United Kingdom,5/1/2008,2
44725,Canada,5/1/2008,4
44726,United States|Unknown,5/1/2008,2
44727,China,5/1/2008,3
6327,United States,11/14/1998,2
6326,United States,11/12/1998,3
6325,United States|England,11/14/1998,2
6324,Norway,11/14/1998,2
6323,United States,11/14/1998,2
6322,United States,11/14/1998,2
6321,United States,11/14/1998,2
44004,Unknown,2/4/2008,2
6329,United States|Unknown,11/15/1998,2
6328,Australia,11/14/1998,3
41008,United Kingdom,4/25/2007,2
41009,Unknown,4/11/2007,3
9447,United States,7/6/1999,5
7938,United States,3/11/1999,2
33774,United States|Unknown,6/11/2005,3
41002,United Kingdom|Unknown,4/25/2007,2
41003,United States,4/25/2007,2
41000,Unknown,4/24/2007,2
41001,United States,4/25/2007,2
41006,Unknown,4/13/2007,3
41007,United States,4/22/2007,3
41004,United States,4/25/2007,2
41005,Unknown|Australia,4/18/2007,2
10118,United States,8/23/1999,4
10119,United States,8/25/1999,2
10116,United States,8/24/1999,2
10117,United States,8/24/1999,2
10114,United States|Unknown,8/24/1999,2
10115,United States,8/24/1999,2
10112,United Kingdom,8/24/1999,2
10113,United States,8/22/1999,5
10110,United States,8/19/1999,3
10111,United States,8/24/1999,3
9446,Unknown,7/7/1999,2
52393,United Kingdom,10/16/2010,2
33777,United States,6/14/2005,3
6456,United States,11/27/1998,2
52374,United States|Unknown,10/13/2010,2
7968,United States,3/14/1999,4
49648,United States,1/12/2010,2
33776,Canada,6/14/2005,2
49649,Canada|Ireland,1/9/2010,2
45305,United States,7/12/2008,2
44188,United States,2/26/2008,2
44189,United States|Unknown,2/26/2008,2
44184,United States|Unknown,2/25/2008,3
44185,Korea,2/24/2008,2
44186,United States,2/26/2008,2
44187,United States|Unknown,2/21/2008,6
44180,United States,2/25/2008,2
44181,New Zealand,2/25/2008,2
44182,Unknown,2/26/2008,2
44183,United Kingdom,2/26/2008,2
28739,United States|Unknown,3/4/2004,2
28738,United States,3/11/2004,2
45304,New Zealand,7/12/2008,2
46616,Canada|Unknown,12/31/2008,5
1658,United Kingdom,5/5/1995,2
1659,United States,5/5/1995,2
46617,United States|Unknown,12/29/2008,2
1652,United States|Unknown|China,4/27/1995,7
1653,United States,5/2/1995,3
1650,United States,4/29/1995,2
1651,Canada,4/29/1995,2
1656,United States,5/2/1995,2
1657,United States,5/1/1995,7
1654,United States|Unknown,4/30/1995,2
1655,United States|Unknown,5/3/1995,2
40355,Unknown,3/1/2007,2
40354,New Zealand,2/26/2007,2
40357,Unknown,3/1/2007,2
40356,Canada|Unknown,3/1/2007,2
40351,United Kingdom|United States|Unknown,3/1/2007,4
40350,United States|Unknown,3/1/2007,3
40353,United States,3/1/2007,2
40352,United States,2/22/2007,5
46612,Qatar|Australia|Singapore|Malaysia|China,12/23/2008,14
40359,England,2/28/2007,3
40358,United States|Unknown,3/1/2007,2
46613,Unknown,1/1/2009,2
23280,United States,10/16/2002,2
46610,United Kingdom,12/31/2008,2
28730,New Zealand,3/10/2004,2
9442,Malaysia,7/6/1999,2
46611,United States,12/30/2008,3
23282,Canada,10/16/2002,2
5407,United States,7/16/1998,2
5406,Unknown,7/9/1998,2
5405,Libya,7/1/1998,6
23283,United States,10/16/2002,3
5403,United States,7/16/1998,2
5402,Unknown|New Zealand,7/15/1998,2
28009,Australia,1/7/2004,2
28008,Canada,1/9/2004,5
28007,United States,1/4/2004,2
28006,Netherlands|South Africa,1/7/2004,3
28005,United Kingdom|Unknown,1/8/2004,3
28004,United States,1/7/2004,14
28003,United States|Unknown,1/9/2004,2
28002,United States,1/9/2004,2
28001,United States,1/9/2004,3
28000,United States,1/9/2004,3
5230,Australia,6/12/1998,2
56395,India,11/17/2011,2
23286,Canada|Unknown,10/16/2002,2
5231,Canada|United Kingdom|Australia|Unknown|France|United States|China|Norway,5/30/1998,45
9441,United Kingdom,7/6/1999,2
41860,United Kingdom,7/6/2007,2
23287,United States,10/16/2002,2
5232,Unknown|Australia,6/12/1998,11
17668,United States,4/2/2001,2
8159,United States,3/29/1999,2
514,United States|Unknown,9/12/1991,11
5234,Unknown,6/15/1998,2
37374,Australia,5/26/2006,2
5235,United States|Libya,6/16/1998,2
5236,United Kingdom,6/16/1998,2
9440,United States,7/6/1999,2
5237,United States,6/7/1998,3
17666,United States,4/1/2001,2
41868,United States,7/7/2007,2
41869,New Zealand,7/7/2007,2
56398,United States,11/16/2011,2
8598,United States,4/29/1999,3
8599,United States,5/2/1999,2
8596,United States|Unknown,4/27/1999,4
8597,United States,5/2/1999,2
8594,United States,5/2/1999,2
56399,United Kingdom,11/16/2011,2
8592,United States,5/2/1999,2
8593,United States,5/2/1999,2
8590,United Kingdom,5/2/1999,2
516,United States,9/15/1991,2
2120,Unknown,4/15/1996,2
56874,Canada|Unknown,12/30/2011,2
48980,United States|Unknown,10/30/2009,3
48981,United States,10/30/2009,2
48982,United States,10/31/2009,3
48983,India,10/31/2009,2
48984,United States|India,10/29/2009,3
48985,United States|Unknown,10/31/2009,2
48986,United States|Unknown,10/31/2009,2
48987,United States,10/30/2009,2
48988,United Kingdom,10/31/2009,2
48989,Unknown,10/30/2009,2
2126,United States,4/16/1996,3
4916,United Kingdom,4/1/1998,3
4917,Canada,4/1/1998,2
25318,United States,4/13/2003,4
25319,United States,4/20/2003,2
4915,United States|Unknown,4/1/1998,9
25310,Canada|Unknown,4/19/2003,2
25311,United States|Unknown,4/14/2003,4
25312,United States,4/19/2003,2
25313,United States|Unknown,4/19/2003,2
25314,Norway,4/20/2003,2
25315,United States,4/20/2003,2
25316,United Kingdom,4/20/2003,2
25317,United States,4/20/2003,2
8156,United States|Unknown,3/26/1999,5
322,United States,1/21/1991,2
323,United States,1/21/1991,2
320,United States|Unknown,1/4/1991,12
321,United States,1/18/1991,2
326,United States,1/18/1991,2
327,United States|Unknown,1/23/1991,3
324,United States,1/21/1991,2
325,United States,1/22/1991,2
57629,Unknown,3/12/2012,2
328,United States,1/28/1991,2
329,United States,2/1/1991,2
7407,Canada,1/31/1999,3
57624,India,3/10/2012,2
37236,Canada,5/15/2006,2
57620,United Kingdom,3/11/2012,2
10949,United States,11/8/1999,3
10948,United States,11/7/1999,2
56873,Unknown,12/30/2011,2
936,United States|Unknown,3/29/1993,2
10941,Norway,11/5/1999,2
10940,United States,11/7/1999,2
10943,United Kingdom,11/7/1999,2
10942,United States,11/7/1999,2
10945,United States,11/3/1999,7
10944,United States,11/7/1999,2
10947,United States,11/7/1999,2
10946,United States,11/7/1999,2
16477,United States,12/14/2000,2
16476,United States|Unknown,12/8/2000,2
16475,Canada,12/13/2000,2
16474,United States,12/14/2000,3
16473,Unknown,12/15/2000,2
16472,United States,12/15/2000,3
16471,United States|Unknown,12/14/2000,11
16470,United States|Unknown,12/1/2000,13
9472,United States,7/6/1999,4
9473,United States,7/9/1999,2
9470,United States,7/8/1999,2
9471,Canada,7/8/1999,3
9476,United States|Unknown,7/1/1999,4
9477,United States,7/9/1999,3
16479,United States|Australia,12/11/2000,2
16478,Unknown,12/14/2000,2
8157,United States,3/29/1999,2
43075,Canada|Unknown,11/9/2007,4
43074,Unknown,11/8/2007,2
43077,Unknown,11/9/2007,2
43076,Australia,11/1/2007,7
2248,United States|Unknown,6/20/1996,2
2249,United States,6/21/1996,2
43073,United States|Unknown|Canada|Ireland|France,10/24/2007,35
43072,United States,11/8/2007,2
2244,United States,6/19/1996,2
2245,United States,6/20/1996,2
2246,United States,6/20/1996,2
2247,United States,6/20/1996,2
2240,Unknown,6/17/1996,2
2241,United States,6/13/1996,6
2242,Canada|Unknown,6/17/1996,2
2243,United States,6/18/1996,2
24191,Unknown,1/10/2003,2
24190,United States,1/10/2003,3
24193,Australia,1/10/2003,2
24192,United States,1/10/2003,2
24195,United States,1/9/2003,2
24194,United States,1/10/2003,2
24197,United States,1/10/2003,2
24196,United States,1/9/2003,3
24199,Unknown,1/9/2003,2
24198,United States,1/10/2003,2
46249,United States,11/13/2008,2
45974,Canada|United States|Australia|England|South Africa|Unknown|Singapore|France|United Kingdom|China|Ireland|New Zealand,9/2/2008,146
21349,Canada,4/2/2002,2
21348,United States|Unknown,3/20/2002,15
22922,United States,8/29/2002,4
22923,United States|Unknown,8/30/2002,2
22920,United States,8/30/2002,2
22921,United States,8/30/2002,3
22926,United States,8/30/2002,2
22927,United States|Unknown|Australia,8/27/2002,8
22924,United States,8/30/2002,2
22925,United States,8/30/2002,3
22928,Unknown,8/25/2002,3
22929,United Kingdom,8/31/2002,2
51593,Canada|United States,7/13/2010,20
56929,United States,1/5/2012,2
56928,Unknown,1/5/2012,2
51592,India,7/21/2010,2
56921,Unknown,1/4/2012,2
51595,India,7/21/2010,4
56923,Unknown,1/4/2012,2
56922,India,1/3/2012,3
56925,India,1/5/2012,2
56924,Ireland,1/5/2012,2
56927,India,1/3/2012,5
51594,Australia,7/20/2010,2
57034,Canada|Unknown,1/11/2012,2
57035,India,1/13/2012,2
2798,United States,1/19/1997,2
2799,Canada,1/13/1997,2
57030,United States,1/13/2012,2
51597,Norway,7/20/2010,2
57032,United States|Unknown,1/13/2012,2
57033,Unknown|India,1/13/2012,3
2792,United States,1/18/1997,2
2793,New Zealand|Australia,1/13/1997,2
2790,Canada,1/16/1997,2
2791,Norway|Libya,1/17/1997,2
2796,United States,1/19/1997,2
2797,United States,1/19/1997,2
2794,United Kingdom|Canada|Norway,1/19/1997,3
2795,United States,1/16/1997,9
56872,United States|Unknown,12/30/2011,4
17706,Norway,4/5/2001,3
17707,United States|Unknown,4/2/2001,3
17704,Unknown,4/4/2001,2
17705,United States,4/4/2001,2
17702,United States,3/30/2001,4
17703,United Kingdom,4/4/2001,2
17700,United States,4/4/2001,2
17701,United States,4/3/2001,2
45979,Canada|Unknown,10/8/2008,3
17708,United States,4/5/2001,2
17709,Canada,4/5/2001,2
9780,United States|Libya,7/28/1999,4
9781,Unknown,8/1/1999,2
9782,Unknown,8/1/1999,2
9783,Unknown,8/1/1999,2
9609,United States|Australia,7/18/1999,2
9785,Unknown,7/31/1999,2
9786,Unknown,8/1/1999,2
9787,United States,8/1/1999,3
9788,United States,8/1/1999,2
9789,Australia,8/1/1999,2
35949,United States|Unknown,1/15/2006,2
37939,India,7/16/2006,2
37938,Australia,7/17/2006,2
54718,Unknown,5/31/2011,3
54719,Unknown,5/27/2011,2
5998,United States,9/25/1998,4
37933,United States|Unknown,6/29/2006,8
37932,Unknown,7/16/2006,3
37931,United States,7/17/2006,2
37930,United Kingdom,7/17/2006,2
37937,United Kingdom,7/17/2006,3
37936,United States|Unknown,7/16/2006,2
37935,United States|Unknown,7/5/2006,4
37934,United Kingdom|Australia|Russia,7/17/2006,2
20436,Unknown,1/8/2002,2
20437,United States|Unknown,1/1/2002,2
20434,United States|Unknown,1/3/2002,2
20435,United States,1/8/2002,2
20432,United Kingdom,1/8/2002,2
20433,Singapore,1/7/2002,2
20430,United States|Canada,1/5/2002,3
20431,Australia,1/8/2002,2
27428,United States,11/13/2003,2
27429,United States|Unknown,11/13/2003,2
20438,United States|Unknown,1/9/2002,2
20439,United States|Unknown|Norway,12/31/2001,6
35459,Unknown,12/1/2005,2
5251,Canada,6/11/1998,4
8213,Malaysia,4/2/1999,2
19910,United States,11/16/2001,2
35450,United Kingdom,12/1/2005,2
29017,United States|United Kingdom,4/4/2004,2
29016,United States|Unknown,4/4/2004,2
29015,United States,4/4/2004,2
29014,United States|Unknown,4/4/2004,3
29013,Canada,3/30/2004,3
29012,United States,4/1/2004,4
29011,United States|United Kingdom|Canada,3/29/2004,7
29010,United States|Unknown,4/3/2004,9
29019,Unknown,4/4/2004,2
29018,Unknown|England,4/2/2004,3
7242,Unknown,1/22/1999,3
8212,Canada,4/2/1999,3
19913,United States,11/16/2001,2
727,Unknown,5/1/1992,2
469,United States,7/14/1991,6
468,Canada,7/13/1991,4
465,United States|Unknown,7/8/1991,2
464,Canada,7/8/1991,2
467,United States,7/13/1991,2
466,Australia,7/11/1991,2
461,United States,7/1/1991,2
460,Unknown,7/1/1991,2
463,United Kingdom,7/7/1991,2
462,United States,7/3/1991,3
19912,United States,11/16/2001,2
51623,Canada,7/22/2010,2
54771,United States|Unknown,6/6/2011,2
724,Canada|Unknown|United States|Libya,4/27/1992,4
51622,Australia,7/20/2010,3
26773,Unknown,8/26/2003,2
26772,Unknown,9/1/2003,2
26771,United States|Unknown,8/26/2003,2
26770,United States,8/31/2003,2
26777,Canada|Unknown,8/28/2003,3
26776,United States|Canada|France|Unknown,8/17/2003,11
26775,United States,8/31/2003,2
26774,Unknown,9/1/2003,2
9933,Australia,8/11/1999,2
712,Unknown,4/10/1992,2
26779,Unknown,9/1/2003,2
26778,Canada|Unknown,9/2/2003,3
53817,United States|England,3/4/2011,8
9844,United States,8/5/1999,2
23865,Canada,12/7/2002,2
53815,Australia,3/4/2011,3
34770,Unknown,9/19/2005,2
34771,United States|Unknown,9/26/2005,3
34772,United States,9/24/2005,2
34773,Unknown,9/21/2005,3
34774,United States,9/27/2005,3
34775,United States|Unknown,9/27/2005,2
34776,Australia,9/28/2005,2
28778,United States|Unknown,3/11/2004,2
34778,Unknown,9/28/2005,2
34779,Australia,9/28/2005,2
5256,United Kingdom,6/20/1998,2
19914,United States,11/16/2001,2
51629,Unknown|Australia,7/21/2010,4
35861,Canada|Unknown,1/9/2006,2
51628,Malaysia|Singapore,7/24/2010,2
49574,United States,1/6/2010,2
57210,United Kingdom,2/2/2012,2
28766,United States,3/13/2004,2
28767,Australia,3/13/2004,2
28764,United States|Unknown,2/28/2004,9
28765,Canada,3/13/2004,2
28762,United States,3/8/2004,2
28763,Unknown,3/11/2004,2
28760,Canada,3/12/2004,4
28761,Unknown,3/12/2004,2
24432,Unknown,1/30/2003,2
24433,United States,1/30/2003,9
24430,United States|Unknown,1/28/2003,2
24431,United States,1/30/2003,2
24436,United Kingdom,1/20/2003,11
24437,United States|Unknown,1/29/2003,3
28768,United States,3/13/2004,2
24435,Unknown,1/31/2003,2
22100,United States,6/11/2002,2
22101,Unknown,6/11/2002,2
22102,United States,6/12/2002,2
22103,Unknown|Australia,5/29/2002,7
22104,United States|Unknown|Canada|France,5/24/2002,39
22105,United States,6/7/2002,2
22106,United States,6/12/2002,2
22107,United States,6/7/2002,3
22108,United States,6/9/2002,2
22109,Ireland,6/12/2002,2
57211,Russia,2/2/2012,2
19916,United States|Unknown,11/15/2001,3
35794,United States|England,1/3/2006,3
35797,United Kingdom|Unknown,1/4/2006,2
35796,United States,1/4/2006,3
35791,Australia,1/4/2006,2
35790,United States|Unknown,1/4/2006,2
35793,United States|Unknown|Canada,1/2/2006,2
35792,Unknown,1/3/2006,3
8158,United Kingdom,3/28/1999,4
35799,United States,1/4/2006,2
35798,United Kingdom|Australia,12/30/2005,2
57212,Netherlands|South Africa,2/1/2012,3
721,United Kingdom,4/26/1992,2
3988,Unknown,12/22/1997,2
3989,Australia,12/22/1997,2
3984,Canada,12/13/1997,2
3985,Canada,12/21/1997,3
3986,United States,12/21/1997,2
3987,United States,12/21/1997,2
3980,Unknown,12/19/1997,2
3981,United States|Unknown,12/18/1997,3
3982,Canada,12/20/1997,2
3983,Canada,12/20/1997,2
57213,India,2/2/2012,2
46706,United States|Unknown,1/11/2009,2
35423,Unknown,11/28/2005,2
35422,Philippines,11/27/2005,2
35421,United States|Unknown,11/26/2005,2
35420,New Zealand,11/28/2005,2
35427,United States,11/28/2005,2
35426,Canada|United Kingdom|Australia|England|Unknown|United States,11/22/2005,31
35425,United States|Unknown,11/28/2005,4
35424,United States,11/27/2005,2
35429,United States,11/29/2005,2
35428,United States,11/29/2005,2
23855,Unknown,12/6/2002,2
23854,United States,12/4/2002,4
23857,United States,12/6/2002,3
23856,Unknown|Australia,12/6/2002,2
23851,Malaysia|Singapore,12/6/2002,2
23850,Unknown,12/2/2002,2
23853,United Kingdom,12/6/2002,2
23852,United States,12/6/2002,2
23859,Australia|Singapore,12/6/2002,3
23858,Canada,12/7/2002,2
27165,United States,10/20/2003,2
27164,Malaysia,10/20/2003,2
27167,United States,10/21/2003,2
27166,Australia,10/11/2003,4
27161,Canada|United States|Unknown,10/12/2003,7
27160,United States,10/16/2003,2
27163,United States|Unknown,10/20/2003,2
27162,Australia,10/20/2003,2
5118,United Kingdom,5/18/1998,2
51675,United States|South Africa,7/30/2010,2
51676,United States|Canada|Australia,7/29/2010,3
51677,United States|India,7/23/2010,2
27169,United States,10/21/2003,2
27168,United States,10/17/2003,4
51672,India,7/29/2010,2
51673,Canada|Unknown|United States,7/28/2010,4
7254,Canada,1/22/1999,2
57215,India,2/2/2012,2
56028,India,10/17/2011,2
56029,New Zealand,10/17/2011,2
44615,China,4/17/2008,3
56024,United States,10/16/2011,2
46700,United Kingdom,1/8/2009,3
56026,United Arab Emirates,10/16/2011,3
56027,Unknown,10/16/2011,2
56020,England,10/16/2011,2
56021,United States,10/16/2011,2
56022,Australia,10/15/2011,3
56023,United States|Unknown,10/16/2011,2
25453,Canada,5/2/2003,2
25452,United Kingdom|Unknown,5/1/2003,3
25451,United States,5/2/2003,2
25450,United States,4/30/2003,4
25457,United States,5/2/2003,2
25456,United Kingdom,5/2/2003,5
25455,United States|Unknown,4/27/2003,5
25454,United States,4/30/2003,3
36219,United States|Unknown,2/4/2006,2
36218,New Zealand,2/4/2006,2
25459,Canada,5/1/2003,2
25458,United States,5/2/2003,2
8053,United States,3/14/1999,3
7251,United States,1/20/1999,3
7252,United States,1/22/1999,2
46701,United States|Unknown,1/8/2009,3
44613,United States,4/9/2008,3
8155,United States,3/28/1999,2
45605,United States|Unknown,8/14/2008,2
8052,United States|Unknown|Canada,3/12/1999,6
7258,United States,1/23/1999,2
44619,Unknown,4/17/2008,3
36220,United Kingdom,2/4/2006,3
39939,United States|Unknown,1/24/2007,2
39938,United States|Unknown,1/21/2007,6
58553,Australia,6/13/2012,2
36221,Unknown,2/2/2006,2
39935,Canada|United States,1/23/2007,3
39934,United States,1/23/2007,3
39937,United States,1/23/2007,2
39936,Canada,1/24/2007,3
39931,United States|Unknown|Australia|Canada,1/11/2007,10
36222,Canada,2/4/2006,2
39933,Unknown,1/23/2007,2
39932,United States,1/17/2007,2
36223,United States|Unknown,2/4/2006,2
36224,Australia,2/4/2006,3
36225,United States|Unknown,2/5/2006,3
36226,United States,2/2/2006,5
49688,Unknown,1/16/2010,2
8050,Unknown,3/21/1999,2
36227,United States,2/5/2006,2
14230,United States,5/28/2000,2
8150,United Kingdom,3/29/1999,2
49254,Canada|Unknown|United States,11/26/2009,4
39689,United States|Unknown,1/3/2007,3
39688,United States,1/4/2007,2
39683,United States|Unknown,1/2/2007,3
39682,United Kingdom|Australia,1/3/2007,3
39681,Australia,1/3/2007,4
39680,Unknown|India,1/4/2007,2
39687,Canada|Unknown,1/2/2007,2
39686,Unknown,1/4/2007,2
39685,Unknown,1/4/2007,2
39684,Canada,1/4/2007,2
18862,United States,7/22/2001,2
18863,United States,7/22/2001,2
18860,Canada|Unknown,7/18/2001,8
18861,United Kingdom,7/22/2001,3
18866,United States,7/22/2001,2
18867,United States,7/22/2001,2
18864,Canada,7/22/2001,3
18865,Australia,7/21/2001,2
33069,United States|Unknown,3/29/2005,7
33068,New Zealand,4/9/2005,2
18868,United States,7/22/2001,2
18869,United States|Unknown|Norway,7/11/2001,11
41244,United States,5/15/2007,2
41245,United States,5/13/2007,2
41246,United States,5/16/2007,2
41247,United States|Unknown,5/15/2007,4
41240,Unknown|China,5/14/2007,3
41241,China,5/15/2007,2
41242,Unknown,5/15/2007,2
41243,Unknown,5/15/2007,2
41248,Unknown,5/15/2007,2
41249,United States|Unknown,5/8/2007,8
48804,United Kingdom,10/7/2009,2
40197,United Kingdom|Unknown,2/15/2007,2
40196,United Kingdom,2/15/2007,2
40195,Australia,2/15/2007,2
40194,Unknown,2/15/2007,2
40193,Unknown,2/14/2007,2
40192,Ireland,2/12/2007,2
40191,Canada|Unknown,2/15/2007,2
40190,New Zealand,2/12/2007,2
45606,Unknown,8/9/2008,2
6857,United States,12/30/1998,2
40199,United States|United Kingdom|Ireland,2/15/2007,4
40198,New Zealand|Australia,2/15/2007,2
6856,United States,12/30/1998,2
486,United States|Canada|Singapore|Unknown|France,7/16/1991,51
42529,United States,9/11/2007,2
41133,Canada,5/5/2007,2
3214,Malaysia|France|Unknown|Singapore,5/20/1997,4
3215,United States,5/21/1997,5
3216,United States,5/21/1997,5
3217,United States,5/23/1997,2
3210,United States,5/19/1997,2
3211,United States,5/18/1997,2
3212,Canada|United States,5/13/1997,2
3213,United States,5/14/1997,2
6852,Unknown|New Zealand,12/22/1998,8
3218,Canada,5/23/1997,2
3219,Unknown,5/24/1997,2
8054,United States,3/21/1999,2
49213,United States,11/23/2009,2
480,United Kingdom,7/30/1991,2
49811,United States|Unknown,1/27/2010,2
57154,United States,1/27/2012,2
568,Canada|United States,11/24/1991,2
569,Unknown,12/1/1991,2
560,United States|Canada,11/13/1991,9
561,Canada,11/14/1991,2
562,United States|Australia,11/17/1991,2
563,Canada,11/22/1991,2
564,United States|Unknown,11/14/1991,11
565,United States|Unknown,11/23/1991,2
566,United States,11/27/1991,2
567,United States,11/23/1991,3
18286,United States,5/29/2001,2
18287,Canada,5/29/2001,2
18284,United States,5/29/2001,2
18285,New Zealand,5/28/2001,4
18282,United States,5/23/2001,3
18283,Norway,5/29/2001,2
18280,Canada,5/28/2001,2
18281,United States,5/28/2001,2
33689,United Kingdom|Unknown,6/4/2005,4
33688,United States|Unknown,6/4/2005,2
18288,United Kingdom|United States,5/20/2001,5
18289,New Zealand,5/29/2001,2
47978,India,6/23/2009,2
47979,United States|Unknown,6/24/2009,2
49573,Canada|Unknown,1/4/2010,3
47970,United States|United Kingdom,6/19/2009,3
47971,Malaysia,6/22/2009,2
47972,United States|Unknown,6/23/2009,2
47973,United States|Unknown,6/23/2009,3
47974,United States|Unknown|United Kingdom,5/28/2009,30
47975,United Kingdom|Unknown|United States,6/17/2009,4
47976,India,6/23/2009,4
47977,Unknown|Israel,6/24/2009,2
31683,United States,12/13/2004,2
31682,United States,12/13/2004,2
31681,United States|Unknown,12/13/2004,2
31680,United States,12/10/2004,3
31687,United States,12/14/2004,2
31686,United States|Unknown,12/10/2004,2
13959,Unknown,5/4/2000,2
13958,United Kingdom,5/4/2000,2
13957,Canada,5/4/2000,2
13956,United States,5/3/2000,4
13955,United States|England,5/1/2000,4
13954,United Kingdom,5/4/2000,2
13953,United States,5/3/2000,2
13952,United States,5/3/2000,2
13951,Australia,5/3/2000,2
13950,Canada|Unknown,5/3/2000,2
5520,United States,7/24/1998,2
5521,United States,7/22/1998,7
